title,artist
                       In My Place                       ,In My Place
                       Murder On the Dancefloor                       ,Murder On the Dancefloor
                       All You Wanted                       ,All You Wanted
                       If Tomorrow Never Comes                       ,If Tomorrow Never Comes
                       Kiss Kiss                       ,Kiss Kiss
                       The Scientist                       ,The Scientist
                       Hero                       ,Hero
                       Youth of the Nation                       ,Youth of the Nation
                       Like a Prayer                       ,Like a Prayer
                       Through the Rain                       ,Through the Rain
                       Gimme the Light                       ,Gimme the Light
                       In Your Eyes                       ,In Your Eyes
                       Stop Crying Your Heart Out                       ,Stop Crying Your Heart Out
                       No More Drama                       ,No More Drama
                       Unbreakable                       ,Unbreakable
                       Days Go By                       ,Days Go By
                       More Than a Woman                       ,More Than a Woman
                       I'm Gonna Be Alright                       ,I'm Gonna Be Alright
                       Addictive                       ,Addictive
                       Star Guitar                       ,Star Guitar
                       Can't Stop Loving You                       ,Can't Stop Loving You
                       Happy                       ,Happy
                       Overprotected                       ,Overprotected
                       The Zephyr Song                       ,The Zephyr Song
                       Tainted Love                       ,Tainted Love
                       The Rising                       ,The Rising
                       Girl Talk                       ,Girl Talk
                       Starry Eyed Surprise                       ,Starry Eyed Surprise
                       The Hands That Built America                       ,The Hands That Built America
                       Livin' it Up                       ,Livin' it Up
                       She Hates Me                       ,She Hates Me
                       Rock the Boat                       ,Rock the Boat
                       Alive                       ,Alive
                       Round Round                       ,Round Round
                       Perdono                       ,Perdono
                       Two Wrongs                       ,Two Wrongs
                       Here Is Gone                       ,Here Is Gone
                       Blue Be-bop                       ,Blue Be-bop
                       Hella Good                       ,Hella Good
                       Fell in Love With a Girl                       ,Fell in Love With a Girl
                       Hey Ya!                       ,Hey Ya!
                       In Da Club                       ,In Da Club
                       Where is the Love?                       ,Where is the Love?
                       Crazy in Love                       ,Crazy in Love
                       All the Things She Said                       ,All the Things She Said
                       Beautiful                       ,Beautiful
                       Bring Me to Life                       ,Bring Me to Life
                       Shut Up                       ,Shut Up
                       Ignition                       ,Ignition
                       White Flag                       ,White Flag
                       Me Against the Music                       ,Me Against the Music
                       Get Busy                       ,Get Busy
                       Clocks                       ,Clocks
                       Rock Your Body                       ,Rock Your Body
                       Baby Boy                       ,Baby Boy
                       American Life                       ,American Life
                       Never Leave You (Uh Oooh Uh Oooh)                       ,Never Leave You (Uh Oooh Uh Oooh)
                       Cry Me a River                       ,Cry Me a River
                       I'm With You                       ,I'm With You
                       All I Have                       ,All I Have
                       In the Shadows                       ,In the Shadows
                       It's My Life                       ,It's My Life
                       Are You Gonna Be My Girl?                       ,Are You Gonna Be My Girl?
                       Shake Ya Tailfeather                       ,Shake Ya Tailfeather
                       7 Nation Army                       ,7 Nation Army
                       Someday                       ,Someday
                       Somewhere I Belong                       ,Somewhere I Belong
                       Numb                       ,Numb
                       Stuck                       ,Stuck
                       Stacy's Mom                       ,Stacy's Mom
                       Breathe                       ,Breathe
                       You Don't Know My Name                       ,You Don't Know My Name
                       Fighter                       ,Fighter
                       Right Thurr                       ,Right Thurr
                       Ballad of Bonnie & Clyde                       ,Ballad of Bonnie & Clyde
                       Slow                       ,Slow
                       I Know What You Want                       ,I Know What You Want
                       Sing For the Moment                       ,Sing For the Moment
                       21 Questions                       ,21 Questions
                       Unwell                       ,Unwell
                       Rock Wit U (Awww Baby)                       ,Rock Wit U (Awww Baby)
                       I Believe in a Thing Called Love                       ,I Believe in a Thing Called Love
                       Bump Bump Bump                       ,Bump Bump Bump
                       Hurt                       ,Hurt
                       PIMP                       ,PIMP
                       Miss Independent                       ,Miss Independent
                       If You're Not the One                       ,If You're Not the One
                       Intuition                       ,Intuition
                       Stole                       ,Stole
                       Rubberneckin'                       ,Rubberneckin'
                       Miss You                       ,Miss You
                       Landslide                       ,Landslide
                       Move Your Feet                       ,Move Your Feet
                       There There                       ,There There
                       Anyone of Us (Stupid Mistake)                       ,Anyone of Us (Stupid Mistake)
                       Mundian to Bach Ke                       ,Mundian to Bach Ke
                       Feel Good Time                       ,Feel Good Time
                       Sorry Seems to Be the Hardest Word                       ,Sorry Seems to Be the Hardest Word
                       Are You Happy Now                       ,Are You Happy Now
                       Family Portrait                       ,Family Portrait
                       Stand Up                       ,Stand Up
                       Like Glue                       ,Like Glue
                       Your Body Is a Wonderland                       ,Your Body Is a Wonderland
                       Unchained Melody                       ,Unchained Melody
                       Sound of the Underground                       ,Sound of the Underground
                       Sunrise                       ,Sunrise
                       Big Yellow Taxi                       ,Big Yellow Taxi
                       Into The West                       ,Into The West
                       Can't Hold Us Down                       ,Can't Hold Us Down
                       Get Low                       ,Get Low
                       The First Cut is the Deepest                       ,The First Cut is the Deepest
                       Jerk it Out                       ,Jerk it Out
                       The Voice Within                       ,The Voice Within
                       Harder to Breathe                       ,Harder to Breathe
                       No Letting Go                       ,No Letting Go
                       Drift Away                       ,Drift Away
                       TROUBLE                       ,TROUBLE
                       Not Gonna Get Us                       ,Not Gonna Get Us
                       Lifestyles of the Rich & Famous                       ,Lifestyles of the Rich & Famous
                       Losing Grip                       ,Losing Grip
                       Bridge Over Troubled Water                       ,Bridge Over Troubled Water
                       Be Faithful                       ,Be Faithful
                       Born to Try                       ,Born to Try
                       Senorita                       ,Senorita
                       Going Under                       ,Going Under
                       The Remedy (I Won't Worry)                       ,The Remedy (I Won't Worry)
                       There's Gotta Be More to Life                       ,There's Gotta Be More to Life
                       The Anthem                       ,The Anthem
                       Chihuahua                       ,Chihuahua
                       Nu Flow                       ,Nu Flow
                       One More Chance                       ,One More Chance
                       Like a Stone                       ,Like a Stone
                       Hole in the Head                       ,Hole in the Head
                       I Drove All Night                       ,I Drove All Night
                       Scandalous                       ,Scandalous
                       So Yesterday                       ,So Yesterday
                       Leave Right Now                       ,Leave Right Now
                       Aicha                       ,Aicha
                       Mesmerize                       ,Mesmerize
                       Headstrong                       ,Headstrong
Yeah!,Yeah!
Toxic,Toxic
F**k it (I Don't Want You Back),F**k it (I Don't Want You Back)
Lose My Breath,Lose My Breath
Just Lose It,Just Lose It
My Band,My Band
Vertigo,Vertigo
My Place,My Place
She Will Be Loved,She Will Be Loved
My Boo,My Boo
Dragostea Din Tei,Dragostea Din Tei
My Immortal,My Immortal
Drop it Like It's Hot,Drop it Like It's Hot
Everytime,Everytime
Burn,Burn
Do They Know It's Christmas?,Do They Know It's Christmas?
Milkshake,Milkshake
The Reason,The Reason
I Don't Wanna Know,I Don't Wanna Know
This Love,This Love
Turn Me On,Turn Me On
These Words,These Words
Call On Me,Call On Me
American Idiot,American Idiot
Superstar,Superstar
Left Outside Alone,Left Outside Alone
Don't Tell Me,Don't Tell Me
Goodies,Goodies
What U Waitin' 4,What U Waitin' 4
My Happy Ending,My Happy Ending
Here Without You,Here Without You
Let's Get it Started,Let's Get it Started
Take Me Out,Take Me Out
Leave (Get Out),Leave (Get Out)
Suga Suga,Suga Suga
Ch-Check it Out,Ch-Check it Out
Hey Mama,Hey Mama
Behind Blue Eyes,Behind Blue Eyes
Move Ya Body,Move Ya Body
Pieces of Me,Pieces of Me
The Way You Move,The Way You Move
Roses,Roses
Mr Brightside,Mr Brightside
Obsession,Obsession
Mad World,Mad World
Dip it Low,Dip it Low
If I Ain't Got You,If I Ain't Got You
Naughty Girl,Naughty Girl
Heaven,Heaven
Sick & Tired,Sick & Tired
Jesus Walks,Jesus Walks
My Perogative,My Perogative
Everybody's Changing,Everybody's Changing
Nobody's Home,Nobody's Home
Confessions Part II,Confessions Part II
Somebody Told Me,Somebody Told Me
Wonderful,Wonderful
FURB (F U Right Back),FURB (F U Right Back)
Accidentally in Love,Accidentally in Love
Trick Me,Trick Me
Flap Your Wings,Flap Your Wings
Sunrise,Sunrise
Car Wash,Car Wash
Radio,Radio
Lean Back,Lean Back
Dry Your Eyes,Dry Your Eyes
Broken,Broken
Slow Jamz,Slow Jamz
"Me, Myself & I","Me, Myself & I"
Tipsy,Tipsy
With You,With You
Real to Me,Real to Me
1985,1985
Everything,Everything
I Believe in You,I Believe in You
Just a Little While,Just a Little While
I Like That,I Like That
Amazing,Amazing
Welcome to My Life,Welcome to My Life
Powerless (Say What You Want),Powerless (Say What You Want)
She Wants to Move,She Wants to Move
Somewhere Only We Know,Somewhere Only We Know
Mandy,Mandy
Through the Wire,Through the Wire
I'm Still in Love With You,I'm Still in Love With You
Sign,Sign
Take Your Mama,Take Your Mama
Sunshine,Sunshine
99 Problems,99 Problems
Breaking the Habit,Breaking the Habit
I Believe,I Believe
Float On,Float On
Leaving New York,Leaving New York
Hit That,Hit That
Meant to Live,Meant to Live
Happy People,Happy People
"Baby, It's You","Baby, It's You"
Femme Like U (Donne moi ton corps),Femme Like U (Donne moi ton corps)
One Call Away,One Call Away
Lola's Theme,Lola's Theme
Hung Up,Hung Up
Don't Cha,Don't Cha
You're Beautiful,You're Beautiful
Bad Day,Bad Day
We Belong Together,We Belong Together
Boulevard of Broken Dreams,Boulevard of Broken Dreams
Lonely,Lonely
Gold Digger,Gold Digger
Hollaback Girl,Hollaback Girl
Don't Phunk With My Heart,Don't Phunk With My Heart
Let Me Love You,Let Me Love You
My Humps,My Humps
Axel F,Axel F
Get Right,Get Right
Pon De Replay,Pon De Replay
Candy Shop,Candy Shop
Numb/Encore,Numb/Encore
Feel Good Inc,Feel Good Inc
Speed of Sound,Speed of Sound
Over & Over,Over & Over
Since U Been Gone,Since U Been Gone
Push the Button,Push the Button
Stickwitu,Stickwitu
Incomplete,Incomplete
Switch,Switch
1-2 Step,1-2 Step
Signs,Signs
It's Like That,It's Like That
Unwritten,Unwritten
1 Thing,1 Thing
Don't Lie,Don't Lie
La Tortura,La Tortura
Rich Girl,Rich Girl
Love Generation,Love Generation
Wake Me Up When September Ends,Wake Me Up When September Ends
 We Be Burnin',We Be Burnin'
Lose Control,Lose Control
La Camisa Negra,La Camisa Negra
Lonely No More,Lonely No More
Photograph,Photograph
Galvanize,Galvanize
Holiday,Holiday
Do You Want To?,Do You Want To?
Ghetto Gospel,Ghetto Gospel
Dare,Dare
Sometimes You Can't Make it On Your Own,Sometimes You Can't Make it On Your Own
Beautiful Soul,Beautiful Soul
Hate it Or Love It,Hate it Or Love It
Behind These Hazel Eyes,Behind These Hazel Eyes
Have a Nice Day,Have a Nice Day
Trippin',Trippin'
Like Toy Soldiers,Like Toy Soldiers
Precious,Precious
Oh,Oh
Best of You,Best of You
Inside Your Heaven,Inside Your Heaven
Big City Life,Big City Life
Soldier,Soldier
Shake it Off,Shake it Off
Karma,Karma
Cool,Cool
Sunday Morning,Sunday Morning
Caught Up,Caught Up
Listen to Your Heart,Listen to Your Heart
Gasolina,Gasolina
 Just a Lil Bit,Just a Lil Bit
Lyla,Lyla
Mockingbird,Mockingbird
Almost Here,Almost Here
Laffy Taffy,Laffy Taffy
Sugar We're Goin Down,Sugar We're Goin Down
Beverly Hills,Beverly Hills
Don't Bother,Don't Bother
I Don't Want to Be,I Don't Want to Be
Wake Up,Wake Up
Talk,Talk
Obsession (No Es Amor),Obsession (No Es Amor)
Blue Orchid,Blue Orchid
"Sitting, Waiting, Wishing","Sitting, Waiting, Wishing"
Lift Me Up,Lift Me Up
Diamonds From Sierra Leone,Diamonds From Sierra Leone
All the Way,All the Way
How We Do,How We Do
You Raise Me Up,You Raise Me Up
Disco Inferno,Disco Inferno
You & Me,You & Me
Daughters,Daughters
I'm Sprung,I'm Sprung
Ordinary People,Ordinary People
If It's Lovin' That You Want,If It's Lovin' That You Want
Get it Poppin',Get it Poppin'
Home,Home
JCB Song,JCB Song
Soul Survivor,Soul Survivor
Chariot,Chariot
My Way,My Way
Like You,Like You
These Boots Are Made For Walking,These Boots Are Made For Walking
